Time	Day	Month	Year	NumWeek	Load	Load1	Temp	Temp1	IPI	IPI_CVS
717	21	9	2009	0.716981132075472	45342.5982142857	45464.556547619	16.8605654761905	16.2263392857143	94.3	87.6
718	28	9	2009	0.735849056603774	45945.6994047619	45342.5982142857	15.3602678571429	16.8605654761905	94.3	87.6
719	5	10	2009	0.754716981132076	46608.0357142857	45945.6994047619	16.9852678571429	15.3602678571429	94.6	87.6
720	12	10	2009	0.773584905660377	52145.0416666667	46608.0357142857	9.24404761904762	16.9852678571429	94.6	87.6
721	19	10	2009	0.792452830188679	54145.4107142857	52145.0416666667	11.3630952380952	9.24404761904762	94.6	87.6
722	26	10	2009	0.811320754716981	51853.6607142857	54145.4107142857	11.5571428571429	11.3630952380952	94.6	87.6
723	2	11	2009	0.830188679245283	56889.0029761905	51853.6607142857	8.84821428571429	11.5571428571429	91.3	88.4
724	9	11	2009	0.849056603773585	57353.7648809524	56889.0029761905	9.68794642857143	8.84821428571429	91.3	88.4
725	16	11	2009	0.867924528301887	54986.9910714286	57353.7648809524	11.8251488095238	9.68794642857143	91.3	88.4
726	23	11	2009	0.886792452830189	58254.4166666667	54986.9910714286	10.1638392857143	11.8251488095238	91.3	88.4
727	30	11	2009	0.905660377358491	63568.7916666667	58254.4166666667	7.22053571428571	10.1638392857143	91.3	88.4
728	7	12	2009	0.924528301886792	63977.130952381	63568.7916666667	6.80892857142857	7.22053571428571	90.1	87.7
729	14	12	2009	0.943396226415094	78046.8482142857	63977.130952381	-1.67127976190476	6.80892857142857	90.1	87.7
730	21	12	2009	0.962264150943396	66654.6934523809	78046.8482142857	4.03452380952381	-1.67127976190476	90.1	87.7
731	28	12	2009	0.981132075471698	60839.7083333333	66654.6934523809	7.43411458333333	4.03452380952381	90.1	87.7
