Time	Day	Month	Year	NumWeek	Load	Load1	Temp	Temp1	IPI	IPI_CVS
50	9	12	1996	0.943396226415094	55459.619047619	53403.505952381	3.56889880952381	6.61339285714286	89.3	89
51	16	12	1996	0.962264150943396	54132.5476190476	55459.619047619	7.06785714285714	3.56889880952381	89.3	89
52	23	12	1996	0.981132075471698	55983.6547619048	54132.5476190476	-1.19434523809524	7.06785714285714	89.3	89
53	30	12	1996	1	62180.6279761905	55983.6547619048	-3.47068452380952	-1.19434523809524	89.3	89
54	6	1	1997	0.0188679245283019	61395.4791666667	62180.6279761905	-0.313095238095238	-3.47068452380952	90.7	88.3
55	13	1	1997	0.0377358490566038	58012.1696428571	61395.4791666667	2.77901785714286	-0.313095238095238	90.7	88.3
56	20	1	1997	0.0566037735849057	54716.875	58012.1696428571	6.58839285714286	2.77901785714286	90.7	88.3
57	27	1	1997	0.0754716981132075	57422.0625	54716.875	2.0796130952381	6.58839285714286	90.7	88.3
58	3	2	1997	0.0943396226415094	55241.9226190476	57422.0625	5.15267857142857	2.0796130952381	86.8	89.5
59	10	2	1997	0.113207547169811	52085.568452381	55241.9226190476	7.60833333333333	5.15267857142857	86.8	89.5
60	17	2	1997	0.132075471698113	50204.8928571429	52085.568452381	8.75773809523809	7.60833333333333	86.8	89.5
61	24	2	1997	0.150943396226415	47872.1041666667	50204.8928571429	10.3223214285714	8.75773809523809	86.8	89.5
62	3	3	1997	0.169811320754717	45395.7619047619	47872.1041666667	10.366369047619	10.3223214285714	91.6	89.2
63	10	3	1997	0.188679245283019	44414.2619047619	45395.7619047619	10.6520833333333	10.366369047619	91.6	89.2
64	17	3	1997	0.207547169811321	45024.3660714286	44414.2619047619	8.81488095238095	10.6520833333333	91.6	89.2
65	24	3	1997	0.226415094339623	44364.6845238095	45024.3660714286	9.74627976190476	8.81488095238095	91.6	89.2
66	31	3	1997	0.245283018867925	42840.0148809524	44364.6845238095	10.7309523809524	9.74627976190476	91.6	89.2
67	7	4	1997	0.264150943396226	43602.0089285714	42840.0148809524	10.8220238095238	10.7309523809524	93.7	92
68	14	4	1997	0.283018867924528	44278.9613095238	43602.0089285714	9.30133928571429	10.8220238095238	93.7	92
69	21	4	1997	0.30188679245283	44561.869047619	44278.9613095238	10.4113095238095	9.30133928571429	93.7	92
70	28	4	1997	0.320754716981132	38907.0208333333	44561.869047619	15.0104166666667	10.4113095238095	93.7	92
71	5	5	1997	0.339622641509434	40431.1458333333	38907.0208333333	10.8605654761905	15.0104166666667	84.9	90.8
72	12	5	1997	0.358490566037736	39716.7202380952	40431.1458333333	16.2409226190476	10.8605654761905	84.9	90.8
73	19	5	1997	0.377358490566038	38008.9583333333	39716.7202380952	15.0547619047619	16.2409226190476	84.9	90.8
74	26	5	1997	0.39622641509434	38884.1279761905	38008.9583333333	16.7455357142857	15.0547619047619	84.9	90.8
75	2	6	1997	0.415094339622642	39024.1636904762	38884.1279761905	18.5306547619048	16.7455357142857	96.9	91.3
76	9	6	1997	0.433962264150943	39115.6696428571	39024.1636904762	19.4297619047619	18.5306547619048	96.9	91.3
77	16	6	1997	0.452830188679245	39120.3869047619	39115.6696428571	16.1199404761905	19.4297619047619	96.9	91.3
78	23	6	1997	0.471698113207547	39567.6994047619	39120.3869047619	15.0025297619048	16.1199404761905	96.9	91.3
79	30	6	1997	0.490566037735849	39642.2410714286	39567.6994047619	15.2941964285714	15.0025297619048	96.9	91.3
80	7	7	1997	0.509433962264151	38975.6160714286	39642.2410714286	19.9595238095238	15.2941964285714	92.7	91.7
81	14	7	1997	0.528301886792453	37902.0327380952	38975.6160714286	19.260119047619	19.9595238095238	92.7	91.7
82	21	7	1997	0.547169811320755	39331.2976190476	37902.0327380952	20.3138392857143	19.260119047619	92.7	91.7
83	28	7	1997	0.566037735849057	38226.806547619	39331.2976190476	20.9354166666667	20.3138392857143	92.7	91.7
84	4	8	1997	0.584905660377358	35459.8630952381	38226.806547619	23.1005952380952	20.9354166666667	67.9	94.5
85	11	8	1997	0.60377358490566	34051.181547619	35459.8630952381	23.083630952381	23.1005952380952	67.9	94.5
86	18	8	1997	0.622641509433962	36763.1517857143	34051.181547619	23.4885416666667	23.083630952381	67.9	94.5
87	25	8	1997	0.641509433962264	38283.2083333333	36763.1517857143	19.4894345238095	23.4885416666667	67.9	94.5
88	1	9	1997	0.660377358490566	38518.318452381	38283.2083333333	18.25625	19.4894345238095	98.8	92.4
89	8	9	1997	0.679245283018868	39200.2291666667	38518.318452381	16.5703869047619	18.25625	98.8	92.4
90	15	9	1997	0.69811320754717	39173.3511904762	39200.2291666667	17.3191964285714	16.5703869047619	98.8	92.4
91	22	9	1997	0.716981132075472	39388.0505952381	39173.3511904762	16.7651785714286	17.3191964285714	98.8	92.4
92	29	9	1997	0.735849056603774	39954.3363095238	39388.0505952381	16.6665178571429	16.7651785714286	98.8	92.4
93	6	10	1997	0.754716981132076	41020.5416666667	39954.3363095238	16.760119047619	16.6665178571429	105.5	94.2
94	13	10	1997	0.773584905660377	43358.7142857143	41020.5416666667	12.1296130952381	16.760119047619	105.5	94.2
95	20	10	1997	0.792452830188679	44875.2708333333	43358.7142857143	10.5108630952381	12.1296130952381	105.5	94.2
96	27	10	1997	0.811320754716981	50750.0803571429	44875.2708333333	4.69404761904762	10.5108630952381	105.5	94.2
97	3	11	1997	0.830188679245283	47724.0148809524	50750.0803571429	10.7550595238095	4.69404761904762	93.9	92.8
98	10	11	1997	0.849056603773585	48173.1488095238	47724.0148809524	8.26949404761905	10.7550595238095	93.9	92.8
99	17	11	1997	0.867924528301887	50401.568452381	48173.1488095238	8.23541666666667	8.26949404761905	93.9	92.8
100	24	11	1997	0.886792452830189	50636.9761904762	50401.568452381	8.51175595238095	8.23541666666667	93.9	92.8
101	1	12	1997	0.905660377358491	55402.8452380952	50636.9761904762	2.62797619047619	8.51175595238095	96.4	94.3
102	8	12	1997	0.924528301886792	53630.556547619	55402.8452380952	7.38645833333333	2.62797619047619	96.4	94.3
103	15	12	1997	0.943396226415094	55998.7083333333	53630.556547619	5.5641369047619	7.38645833333333	96.4	94.3
104	22	12	1997	0.962264150943396	48486.2232142857	55998.7083333333	7.68839285714286	5.5641369047619	96.4	94.3
105	29	12	1997	0.981132075471698	48571.5357142857	48486.2232142857	7.20386904761905	7.68839285714286	96.4	94.3
106	5	1	1998	0.0188679245283019	52943.5148809524	48571.5357142857	8.14494047619048	7.20386904761905	94.2	94.5
107	12	1	1998	0.0377358490566038	53693.0089285714	52943.5148809524	7.37142857142857	8.14494047619048	94.2	94.5
108	19	1	1998	0.0566037735849057	58529.3392857143	53693.0089285714	2.40372023809524	7.37142857142857	94.2	94.5
109	26	1	1998	0.0754716981132075	60040.9761904762	58529.3392857143	-0.0610119047619048	2.40372023809524	94.2	94.5
110	2	2	1998	0.0943396226415094	58886.1398809524	60040.9761904762	1.38125	-0.0610119047619048	91.9	94.9
111	9	2	1998	0.113207547169811	53337.6607142857	58886.1398809524	7.18705357142857	1.38125	91.9	94.9
112	16	2	1998	0.132075471698113	50618.1785714286	53337.6607142857	8.53005952380952	7.18705357142857	91.9	94.9
113	23	2	1998	0.150943396226415	51302.7648809524	50618.1785714286	7.85014880952381	8.53005952380952	91.9	94.9
114	2	3	1998	0.169811320754717	49685.0773809524	51302.7648809524	10.2133928571429	7.85014880952381	100.7	94.5
115	9	3	1998	0.188679245283019	51456.5595238095	49685.0773809524	5.903125	10.2133928571429	100.7	94.5
116	16	3	1998	0.207547169811321	49013.8898809524	51456.5595238095	8.64910714285714	5.903125	100.7	94.5
117	23	3	1998	0.226415094339623	49203.8660714286	49013.8898809524	8.75773809523809	8.64910714285714	100.7	94.5
118	30	3	1998	0.245283018867925	45612.5386904762	49203.8660714286	11.9686011904762	8.75773809523809	100.7	94.5
119	6	4	1998	0.264150943396226	48976.8779761905	45612.5386904762	7.73184523809524	11.9686011904762	95.1	95.4
120	13	4	1998	0.283018867924528	50459.6130952381	48976.8779761905	6.59970238095238	7.73184523809524	95.1	95.4
121	20	4	1998	0.30188679245283	44816.380952381	50459.6130952381	13.1986607142857	6.59970238095238	95.1	95.4
122	27	4	1998	0.320754716981132	43681.6755952381	44816.380952381	10.8016369047619	13.1986607142857	95.1	95.4
123	4	5	1998	0.339622641509434	41554.9732142857	43681.6755952381	14.7534226190476	10.8016369047619	87.7	96
124	11	5	1998	0.358490566037736	39988.5505952381	41554.9732142857	19.7857142857143	14.7534226190476	87.7	96
125	18	5	1998	0.377358490566038	37899.1458333333	39988.5505952381	16.1934523809524	19.7857142857143	87.7	96
126	25	5	1998	0.39622641509434	40483.3779761905	37899.1458333333	14.906994047619	16.1934523809524	87.7	96
127	1	6	1998	0.415094339622642	38652.8303571429	40483.3779761905	18.4967261904762	14.906994047619	102.3	95.9
128	8	6	1998	0.433962264150943	40172.6220238095	38652.8303571429	15.2181547619048	18.4967261904762	102.3	95.9
129	15	6	1998	0.452830188679245	40282.681547619	40172.6220238095	18.53125	15.2181547619048	102.3	95.9
130	22	6	1998	0.471698113207547	40938.8273809524	40282.681547619	19.1364583333333	18.53125	102.3	95.9
131	29	6	1998	0.490566037735849	40706.8392857143	40938.8273809524	18.2065476190476	19.1364583333333	102.3	95.9
132	6	7	1998	0.509433962264151	40752.1875	40706.8392857143	18.3760416666667	18.2065476190476	96.1	95.3
133	13	7	1998	0.528301886792453	38535.6904761905	40752.1875	18.622619047619	18.3760416666667	96.1	95.3
134	20	7	1998	0.547169811320755	40621.119047619	38535.6904761905	21.4602678571429	18.622619047619	96.1	95.3
135	27	7	1998	0.566037735849057	38745.1517857143	40621.119047619	18.2965773809524	21.4602678571429	96.1	95.3
136	3	8	1998	0.584905660377358	35793.4791666667	38745.1517857143	21.4869047619048	18.2965773809524	68.6	93.9
137	10	8	1998	0.60377358490566	35672.3988095238	35793.4791666667	22.9806547619048	21.4869047619048	68.6	93.9
138	17	8	1998	0.622641509433962	36486.5505952381	35672.3988095238	19.9127976190476	22.9806547619048	68.6	93.9
139	24	8	1998	0.641509433962264	38652.5446428571	36486.5505952381	16.6248511904762	19.9127976190476	68.6	93.9
140	31	8	1998	0.660377358490566	40304.8482142857	38652.5446428571	18.8133928571429	16.6248511904762	68.6	93.9
141	7	9	1998	0.679245283018868	40376.3898809524	40304.8482142857	16.1272321428571	18.8133928571429	102	95
142	14	9	1998	0.69811320754717	41242.8988095238	40376.3898809524	14.6372023809524	16.1272321428571	102	95
143	21	9	1998	0.716981132075472	40838.2529761905	41242.8988095238	16.2720238095238	14.6372023809524	102	95
144	28	9	1998	0.735849056603774	42581.7410714286	40838.2529761905	13.303125	16.2720238095238	102	95
145	5	10	1998	0.754716981132076	46137.7142857143	42581.7410714286	11.024255952381	13.303125	103.9	94.9
146	12	10	1998	0.773584905660377	44527.931547619	46137.7142857143	13.208630952381	11.024255952381	103.9	94.9
147	19	10	1998	0.792452830188679	46091.4226190476	44527.931547619	12.0915178571429	13.208630952381	103.9	94.9
148	26	10	1998	0.811320754716981	47229.8125	46091.4226190476	11.0296130952381	12.0915178571429	103.9	94.9
149	2	11	1998	0.830188679245283	50177.3511904762	47229.8125	8.13080357142857	11.0296130952381	99.4	95.7
150	9	11	1998	0.849056603773585	49792.9077380952	50177.3511904762	7.96755952380952	8.13080357142857	99.4	95.7
151	16	11	1998	0.867924528301887	57033.806547619	49792.9077380952	0.804017857142857	7.96755952380952	99.4	95.7
152	23	11	1998	0.886792452830189	58296.1666666667	57033.806547619	2.74806547619048	0.804017857142857	99.4	95.7
153	30	11	1998	0.905660377358491	60856.9702380952	58296.1666666667	1.49196428571429	2.74806547619048	99.4	95.7
154	7	12	1998	0.924528301886792	58166.7232142857	60856.9702380952	5.66666666666667	1.49196428571429	97.8	94.9
155	14	12	1998	0.943396226415094	56246.931547619	58166.7232142857	6.28229166666667	5.66666666666667	97.8	94.9
156	21	12	1998	0.962264150943396	55055.8422619048	56246.931547619	4.16845238095238	6.28229166666667	97.8	94.9
157	28	12	1998	0.981132075471698	49431.3005952381	55055.8422619048	7.58139880952381	4.16845238095238	97.8	94.9
158	4	1	1999	0.0188679245283019	53740.9494047619	49431.3005952381	7.47857142857143	7.58139880952381	92.7	95.3
159	11	1	1999	0.0377358490566038	59049.5535714286	53740.9494047619	4.1921130952381	7.47857142857143	92.7	95.3
160	18	1	1999	0.0566037735849057	55769.9583333333	59049.5535714286	6.15758928571429	4.1921130952381	92.7	95.3
161	25	1	1999	0.0754716981132075	57005.0238095238	55769.9583333333	4.90193452380952	6.15758928571429	92.7	95.3
162	1	2	1999	0.0943396226415094	57447.9642857143	57005.0238095238	5.04538690476191	4.90193452380952	92.4	95.3
163	8	2	1999	0.113207547169811	60534.5119047619	57447.9642857143	0.329613095238095	5.04538690476191	92.4	95.3
164	15	2	1999	0.132075471698113	56117.3541666667	60534.5119047619	6.7546130952381	0.329613095238095	92.4	95.3
165	22	2	1999	0.150943396226415	55035.0386904762	56117.3541666667	5.82485119047619	6.7546130952381	92.4	95.3
166	1	3	1999	0.169811320754717	53767.9970238095	55035.0386904762	6.74568452380952	5.82485119047619	104.2	95.2
167	8	3	1999	0.188679245283019	50231.7797619048	53767.9970238095	9.73928571428571	6.74568452380952	104.2	95.2
168	15	3	1999	0.207547169811321	48196.1964285714	50231.7797619048	8.69717261904762	9.73928571428571	104.2	95.2
169	22	3	1999	0.226415094339623	49692.3244047619	48196.1964285714	8.40699404761905	8.69717261904762	104.2	95.2
170	29	3	1999	0.245283018867925	46434.9642857143	49692.3244047619	11.939880952381	8.40699404761905	104.2	95.2
171	5	4	1999	0.264150943396226	44320.8482142857	46434.9642857143	11.5809523809524	11.939880952381	94.9	95.5
172	12	4	1999	0.283018867924528	50533.619047619	44320.8482142857	7.16294642857143	11.5809523809524	94.9	95.5
173	19	4	1999	0.30188679245283	48217.5595238095	50533.619047619	10.5165178571429	7.16294642857143	94.9	95.5
174	26	4	1999	0.320754716981132	42740.0744047619	48217.5595238095	14.5877976190476	10.5165178571429	94.9	95.5
175	3	5	1999	0.339622641509434	41146.818452381	42740.0744047619	15.8470238095238	14.5877976190476	88.8	95.7
176	10	5	1999	0.358490566037736	39124.3363095238	41146.818452381	15.0505952380952	15.8470238095238	88.8	95.7
177	17	5	1999	0.377358490566038	41879.681547619	39124.3363095238	14.2827380952381	15.0505952380952	88.8	95.7
178	24	5	1999	0.39622641509434	39223.7023809524	41879.681547619	19.0799107142857	14.2827380952381	88.8	95.7
179	31	5	1999	0.415094339622642	40973.7738095238	39223.7023809524	17.2860119047619	19.0799107142857	88.8	95.7
180	7	6	1999	0.433962264150943	40818.9404761905	40973.7738095238	15.6127976190476	17.2860119047619	105.5	96.6
181	14	6	1999	0.452830188679245	41224.9464285714	40818.9404761905	18.3572916666667	15.6127976190476	105.5	96.6
182	21	6	1999	0.471698113207547	41556.8273809524	41224.9464285714	17.421130952381	18.3572916666667	105.5	96.6
183	28	6	1999	0.490566037735849	41947.193452381	41556.8273809524	19.9864583333333	17.421130952381	105.5	96.6
184	5	7	1999	0.509433962264151	41657.2142857143	41947.193452381	20.1501488095238	19.9864583333333	95.8	96.9
185	12	7	1999	0.528301886792453	40003.8541666667	41657.2142857143	21.0416666666667	20.1501488095238	95.8	96.9
186	19	7	1999	0.547169811320755	41549.2232142857	40003.8541666667	20.0986607142857	21.0416666666667	95.8	96.9
187	26	7	1999	0.566037735849057	40343.0625	41549.2232142857	22.4764880952381	20.0986607142857	95.8	96.9
188	2	8	1999	0.584905660377358	36685.7410714286	40343.0625	21.7891369047619	22.4764880952381	71.5	95
189	9	8	1999	0.60377358490566	35119.8422619048	36685.7410714286	18.8166666666667	21.7891369047619	71.5	95
190	16	8	1999	0.622641509433962	36679.5952380952	35119.8422619048	17.9787202380952	18.8166666666667	71.5	95
191	23	8	1999	0.641509433962264	39473.6428571429	36679.5952380952	21.0700892857143	17.9787202380952	71.5	95
192	30	8	1999	0.660377358490566	41259.3898809524	39473.6428571429	19.7741071428571	21.0700892857143	71.5	95
193	6	9	1999	0.679245283018868	41799.380952381	41259.3898809524	20.405505952381	19.7741071428571	104.2	97.9
194	13	9	1999	0.69811320754717	41537.25	41799.380952381	16.9229166666667	20.405505952381	104.2	97.9
195	20	9	1999	0.716981132075472	41686.4970238095	41537.25	17.5879464285714	16.9229166666667	104.2	97.9
196	27	9	1999	0.735849056603774	42472.8273809524	41686.4970238095	15.3547619047619	17.5879464285714	104.2	97.9
197	4	10	1999	0.754716981132076	45733.9642857143	42472.8273809524	11.0775297619048	15.3547619047619	105.3	98.6
198	11	10	1999	0.773584905660377	45781.0535714286	45733.9642857143	12.4727678571429	11.0775297619048	105.3	98.6
199	18	10	1999	0.792452830188679	47977.9196428571	45781.0535714286	11.5452380952381	12.4727678571429	105.3	98.6
200	25	10	1999	0.811320754716981	46223.9910714286	47977.9196428571	13.3276785714286	11.5452380952381	105.3	98.6
201	1	11	1999	0.830188679245283	47850.0863095238	46223.9910714286	9.91116071428571	13.3276785714286	103.3	98.8
202	8	11	1999	0.849056603773585	51667.8392857143	47850.0863095238	7.34345238095238	9.91116071428571	103.3	98.8
203	15	11	1999	0.867924528301887	57647.7351190476	51667.8392857143	2.73303571428571	7.34345238095238	103.3	98.8
204	22	11	1999	0.886792452830189	57278.3035714286	57647.7351190476	5.10550595238095	2.73303571428571	103.3	98.8
205	29	11	1999	0.905660377358491	56729.2827380952	57278.3035714286	6.45431547619048	5.10550595238095	103.3	98.8
206	6	12	1999	0.924528301886792	56983.1726190476	56729.2827380952	7.01696428571429	6.45431547619048	102.4	98
207	13	12	1999	0.943396226415094	58389.994047619	56983.1726190476	4.16875	7.01696428571429	102.4	98
208	20	12	1999	0.962264150943396	57715.2589285714	58389.994047619	4.6952380952381	4.16875	102.4	98
209	27	12	1999	0.981132075471698	52392.4583333333	57715.2589285714	4.76354166666667	4.6952380952381	102.4	98
210	3	1	2000	0.0188679245283019	56855.9642857143	52392.4583333333	6.10104166666667	4.76354166666667	98.1	98.7
211	10	1	2000	0.0377358490566038	62621.3392857143	56855.9642857143	1.98482142857143	6.10104166666667	98.1	98.7
212	17	1	2000	0.0566037735849057	61186.568452381	62621.3392857143	3.87008928571429	1.98482142857143	98.1	98.7
213	24	1	2000	0.0754716981132075	61633.9821428571	61186.568452381	2.09553571428571	3.87008928571429	98.1	98.7
214	31	1	2000	0.0943396226415094	56534.818452381	61633.9821428571	7.2483630952381	2.09553571428571	98.1	98.7
215	7	2	2000	0.113207547169811	56353.1696428571	56534.818452381	7.04806547619048	7.2483630952381	99	98.8
216	14	2	2000	0.132075471698113	56191.6785714286	56353.1696428571	6.703125	7.04806547619048	99	98.8
217	21	2	2000	0.150943396226415	54979.4583333333	56191.6785714286	6.70550595238095	6.703125	99	98.8
218	28	2	2000	0.169811320754717	54725.4136904762	54979.4583333333	6.88616071428571	6.70550595238095	99	98.8
219	6	3	2000	0.188679245283019	51631.1398809524	54725.4136904762	9.29806547619048	6.88616071428571	109.4	99
220	13	3	2000	0.207547169811321	50531.7142857143	51631.1398809524	8.65372023809524	9.29806547619048	109.4	99
221	20	3	2000	0.226415094339623	48947.6369047619	50531.7142857143	9.24360119047619	8.65372023809524	109.4	99
222	27	3	2000	0.245283018867925	53169.2053571429	48947.6369047619	6.90505952380952	9.24360119047619	109.4	99
223	3	4	2000	0.264150943396226	51653.9494047619	53169.2053571429	8.78035714285714	6.90505952380952	94.8	99.4
224	10	4	2000	0.283018867924528	51527.6875	51653.9494047619	8.91666666666667	8.78035714285714	94.8	99.4
225	17	4	2000	0.30188679245283	47428.3928571429	51527.6875	12.4642857142857	8.91666666666667	94.8	99.4
226	24	4	2000	0.320754716981132	44384.9196428571	47428.3928571429	12.9087797619048	12.4642857142857	94.8	99.4
227	1	5	2000	0.339622641509434	41662.0327380952	44384.9196428571	15.9816964285714	12.9087797619048	98.6	100.3
228	8	5	2000	0.358490566037736	40858.4523809524	41662.0327380952	17.8114583333333	15.9816964285714	98.6	100.3
229	15	5	2000	0.377358490566038	42272.8452380952	40858.4523809524	15.3297619047619	17.8114583333333	98.6	100.3
230	22	5	2000	0.39622641509434	42578.7410714286	42272.8452380952	14.9263392857143	15.3297619047619	98.6	100.3
231	29	5	2000	0.415094339622642	40454.0297619048	42578.7410714286	17.1053571428571	14.9263392857143	98.6	100.3
232	5	6	2000	0.433962264150943	41780.7291666667	40454.0297619048	16.6691964285714	17.1053571428571	103.5	99.3
233	12	6	2000	0.452830188679245	40697.8839285714	41780.7291666667	19.719494047619	16.6691964285714	103.5	99.3
234	19	6	2000	0.471698113207547	42669.5208333333	40697.8839285714	19.2668154761905	19.719494047619	103.5	99.3
235	26	6	2000	0.490566037735849	43023.0803571429	42669.5208333333	19.2209821428571	19.2668154761905	103.5	99.3
236	3	7	2000	0.509433962264151	42581.6488095238	43023.0803571429	18.41875	19.2209821428571	96.7	100.5
237	10	7	2000	0.528301886792453	40562.5416666667	42581.6488095238	14.924255952381	18.41875	96.7	100.5
238	17	7	2000	0.547169811320755	41991.7023809524	40562.5416666667	18.7309523809524	14.924255952381	96.7	100.5
239	24	7	2000	0.566037735849057	40826.25	41991.7023809524	18.7084821428571	18.7309523809524	96.7	100.5
240	31	7	2000	0.584905660377358	38172.8273809524	40826.25	19.1035714285714	18.7084821428571	96.7	100.5
241	7	8	2000	0.60377358490566	37556.5208333333	38172.8273809524	21.408630952381	19.1035714285714	75.5	99.8
242	14	8	2000	0.622641509433962	37027.4345238095	37556.5208333333	21.4108630952381	21.408630952381	75.5	99.8
243	21	8	2000	0.641509433962264	39985.2767857143	37027.4345238095	20.4199404761905	21.4108630952381	75.5	99.8
244	28	8	2000	0.660377358490566	41555.5267857143	39985.2767857143	17.5715773809524	20.4199404761905	75.5	99.8
245	4	9	2000	0.679245283018868	42395.1636904762	41555.5267857143	17.4386904761905	17.5715773809524	104.6	100
246	11	9	2000	0.69811320754717	42848.6696428571	42395.1636904762	18.5528273809524	17.4386904761905	104.6	100
247	18	9	2000	0.716981132075472	42574.1488095238	42848.6696428571	16.1241071428571	18.5528273809524	104.6	100
248	25	9	2000	0.735849056603774	42947.8630952381	42574.1488095238	16.096130952381	16.1241071428571	104.6	100
